split,stem,audio_path,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
train,dia932_utt9,data/audio/train/dia932_utt9.flac,What about all the guys that you've got the phone numbers from?    Why don't you just kiss one of them?,Monica,neutral,neutral,932,9,9,20,"00:22:30,796","00:22:37,010"
train,dia932_utt10,data/audio/train/dia932_utt10.flac,"I could, I could but I don't want to! I want to kiss Joey!",Rachel,anger,negative,932,10,9,20,"00:22:37,177","00:22:40,722"
train,dia932_utt11,data/audio/train/dia932_utt11.flac,Alright . I think it's a big mistake but it's your decision.,Monica,neutral,neutral,932,11,9,20,"00:22:41,389","00:22:45,393"
train,dia932_utt12,data/audio/train/dia932_utt12.flac,I'm gonna do it.,Rachel,joy,positive,932,12,9,20,"00:22:50,148","00:22:51,274"
train,dia932_utt13,data/audio/train/dia932_utt13.flac,And I can't stop you.,Monica,neutral,neutral,932,13,9,20,"0:22:51,441","0:22:52,943"
train,dia932_utt14,data/audio/train/dia932_utt14.flac,No.,Rachel,neutral,neutral,932,14,9,20,"0:22:52,943","0:22:54,407"
train,dia932_utt15,data/audio/train/dia932_utt15.flac,"Hey Rach, have you seen Charlie anywhere?",Ross,neutral,neutral,932,15,9,20,"00:23:07,457","00:23:10,710"
train,dia932_utt16,data/audio/train/dia932_utt16.flac,I'm smarter than,Ross,neutral,neutral,932,16,9,20,"00:23:16,466","00:23:18,844"
train,dia933_utt0,data/audio/train/dia933_utt0.flac,"Oh, hey, Gunther, check this out.",Ross,joy,positive,933,0,6,12,"00:09:51,382","00:09:54,467"
train,dia933_utt1,data/audio/train/dia933_utt1.flac,"Yeah, that-that Chandler cracks me up.",Gunther,joy,positive,933,1,6,12,"00:09:57,179","00:09:59,681"
train,dia933_utt2,data/audio/train/dia933_utt2.flac,"Hey Ross, listen, you want anything to drink, ‘cause I’m heading up there.",Joey,neutral,neutral,933,2,6,12,"00:10:03,853","00:10:06,813"
train,dia933_utt3,data/audio/train/dia933_utt3.flac,"Uh, yeah, I’ll take a coffee. Thanks, man.",Ross,neutral,neutral,933,3,6,12,"00:10:07,231","00:10:09,441"
train,dia933_utt4,data/audio/train/dia933_utt4.flac,Sure.  Coffee? ‘Cause I’m going up there.,Joey,joy,positive,933,4,6,12,"00:10:11,527","00:10:13,069"
train,dia933_utt5,data/audio/train/dia933_utt5.flac,No.,Rachel,neutral,neutral,933,5,6,12,"0:10:13,279","0:10:13,951"
train,dia933_utt6,data/audio/train/dia933_utt6.flac,"No, thank you.",Monica,neutral,neutral,933,6,6,12,"0:10:13,951","0:10:14,581"
train,dia933_utt7,data/audio/train/dia933_utt7.flac,"You guys need anything, ‘cause I’m heading up there.",Joey,neutral,neutral,933,7,6,12,"00:10:16,032","00:10:18,491"
train,dia933_utt8,data/audio/train/dia933_utt8.flac,I’d love an ice water.,Woman,neutral,neutral,933,8,6,12,"00:10:18,951","00:10:20,243"
train,dia933_utt9,data/audio/train/dia933_utt9.flac,You got it.,Joey,neutral,neutral,933,9,6,12,"00:10:20,494","00:10:21,995"
train,dia933_utt10,data/audio/train/dia933_utt10.flac,"Joey, what are you doing?",Monica,surprise,negative,933,10,6,12,"00:10:23,372","00:10:24,706"
train,dia933_utt11,data/audio/train/dia933_utt11.flac,Just being friendly.,Joey,anger,negative,933,11,6,12,"00:10:24,957","00:10:26,291"
train,dia933_utt12,data/audio/train/dia933_utt12.flac,"Joey, honey, I don’t think you’re supposed to go back there.",Rachel,anger,negative,933,12,6,12,"00:10:28,544","00:10:31,046"
train,dia933_utt13,data/audio/train/dia933_utt13.flac,"Nah, it’s okay. Right, Gunther?",Joey,neutral,neutral,933,13,6,12,"00:10:31,297","00:10:33,256"
train,dia933_utt14,data/audio/train/dia933_utt14.flac,Don’t wink at me. And put on your apron.,Gunther,anger,negative,933,14,6,12,"00:10:34,508","00:10:39,304"
train,dia933_utt15,data/audio/train/dia933_utt15.flac,"Okay, but I don’t see you asking any other paying customers to put on aprons.",Joey,sadness,negative,933,15,6,12,"00:10:42,767","00:10:46,394"
train,dia933_utt16,data/audio/train/dia933_utt16.flac,"Joey, do you work here?",Monica,surprise,negative,933,16,6,12,"0:10:47,730","0:10:49,732"
train,dia933_utt17,data/audio/train/dia933_utt17.flac,No.,Joey,neutral,neutral,933,17,6,12,"0:10:49,732","0:10:50,504"
train,dia933_utt18,data/audio/train/dia933_utt18.flac,"Hey, waiter.",Customer,neutral,neutral,933,18,6,12,"0:10:50,691","0:10:51,359"
train,dia933_utt19,data/audio/train/dia933_utt19.flac,Yeah?,Joey,neutral,neutral,933,19,6,12,"0:10:51,359","0:10:52,255"
train,dia934_utt0,data/audio/train/dia934_utt0.flac,"You’ve reached Monica and Chandler’s, if you’re listening to this message, we’re probably screening.  Yeah we are.",Chandler,neutral,neutral,934,0,6,22,"00:09:33,364","00:09:35,824"
train,dia934_utt1,data/audio/train/dia934_utt1.flac,"Hi, this is Heldi from the Morgan Chase museum.",The Museum Official,neutral,neutral,934,1,6,22,"00:09:38,911","00:09:41,621"
train,dia934_utt2,data/audio/train/dia934_utt2.flac,I’m calling for Monica Geller.,The Museum Official,neutral,neutral,934,2,6,22,"00:09:41,789","00:09:43,498"
train,dia934_utt3,data/audio/train/dia934_utt3.flac,"I want to let her know that there was a cancellation and if she’s still interested in having the Bing-Geller wedding at our facility, it is available",The Museum Official,neutral,neutral,934,3,6,22,"00:09:43,666","00:09:52,173"
train,dia934_utt4,data/audio/train/dia934_utt4.flac,"This is Chandler Bing! This is Chandler Bing!  Yes, the groom—No! Not the groom!!",Chandler,surprise,negative,934,4,6,22,"00:09:52,341","00:09:58,513"
train,dia935_utt0,data/audio/train/dia935_utt0.flac,Thank you.,Monica,neutral,neutral,935,0,5,23,"0:16:13,347","0:16:15,016"
train,dia935_utt1,data/audio/train/dia935_utt1.flac,Thanks.,Phoebe,neutral,neutral,935,1,5,23,"0:16:15,016","0:16:15,168"
train,dia935_utt2,data/audio/train/dia935_utt2.flac,I can't believe this! This is like the worst night ever!,Monica,anger,negative,935,2,5,23,"00:16:15,683","00:16:19,102"
train,dia935_utt3,data/audio/train/dia935_utt3.flac,Y'know Monica you had a minor setback in your relationship with Chandler. Big deal! It's only Chandler.  I am,Phoebe,neutral,neutral,935,3,5,23,"00:16:19,311","00:16:29,195"
train,dia935_utt4,data/audio/train/dia935_utt4.flac,"This is crazy! I mean, it's such a stupid argument. I don't even wanna see Richard again.",Monica,sadness,negative,935,4,5,23,"00:16:31,073","00:16:38,329"
train,dia935_utt5,data/audio/train/dia935_utt5.flac,So go fix it!,Phoebe,neutral,neutral,935,5,5,23,"00:16:36,370","00:16:38,329"
train,dia935_utt6,data/audio/train/dia935_utt6.flac,Go find Chandler!,Phoebe,neutral,neutral,935,6,5,23,"0:16:38,580","0:16:39,957"
train,dia935_utt7,data/audio/train/dia935_utt7.flac,He's probably up in your room!,Phoebe,sadness,negative,935,7,5,23,"0:16:39,957","0:16:41,327"
train,dia935_utt8,data/audio/train/dia935_utt8.flac,Tell him that you're sorry and that you love him.,Phoebe,anger,negative,935,8,5,23,"00:16:41,500","00:16:43,376"
train,dia935_utt9,data/audio/train/dia935_utt9.flac,Y'know what? You're right Phoebe. You're right. Thank you!,Monica,joy,positive,935,9,5,23,"00:16:43,919","00:16:47,338"
train,dia935_utt10,data/audio/train/dia935_utt10.flac,"Sure!   Yeah! Las Vegas, number one!",Phoebe,joy,positive,935,10,5,23,"00:16:48,590","00:16:51,884"
train,dia935_utt11,data/audio/train/dia935_utt11.flac,Anybody lose this?,Monica,neutral,neutral,935,11,5,23,"00:17:01,645","00:17:04,063"
train,dia935_utt12,data/audio/train/dia935_utt12.flac,Comin' out. Place your bet.  Dice are out.  Double or nothin'! Pay the front line!,The Croupier,joy,positive,935,12,5,23,"00:17:04,273","00:17:12,405"
train,dia935_utt13,data/audio/train/dia935_utt13.flac,Hmm.,Monica,neutral,neutral,935,13,5,23,"00:17:16,744","00:17:18,369"
train,dia936_utt0,data/audio/train/dia936_utt0.flac,Do you remember where the duck food is?,Rachel,neutral,neutral,936,0,4,23,"00:20:19,301","00:20:21,344"
train,dia936_utt1,data/audio/train/dia936_utt1.flac,"Yeah, it’s in the guys’ apartment under the sink. Why?",Phoebe,surprise,negative,936,1,4,23,"00:20:21,511","00:20:24,263"
train,dia936_utt2,data/audio/train/dia936_utt2.flac,Because I’m going to London.,Rachel,neutral,neutral,936,2,4,23,"00:20:24,431","00:20:26,474"
train,dia936_utt3,data/audio/train/dia936_utt3.flac,What?! What do you mean you’re going to London?,Phoebe,surprise,negative,936,3,4,23,"00:20:26,642","00:20:28,893"
train,dia936_utt4,data/audio/train/dia936_utt4.flac,"Yeah, I have to tell Ross that I love him.",Rachel,neutral,neutral,936,4,4,23,"00:20:29,061","00:20:31,020"
train,dia936_utt5,data/audio/train/dia936_utt5.flac,"Now honey, you take care, you don’t have those babies until I get back.",Rachel,neutral,neutral,936,5,4,23,"00:20:31,188","00:20:34,815"
train,dia936_utt6,data/audio/train/dia936_utt6.flac,"I—Rachel, you can’t go! Ross loves Emily!",Phoebe,fear,negative,936,6,4,23,"00:20:35,692","00:20:37,735"
train,dia936_utt7,data/audio/train/dia936_utt7.flac,"Yeah, I know, I know, I know he does.",Rachel,fear,negative,936,7,4,23,"0:20:37,903","0:20:39,155"
train,dia936_utt8,data/audio/train/dia936_utt8.flac,But I have to tell him how I feel!,Rachel,sadness,negative,936,8,4,23,"0:20:39,155","0:20:41,060"
train,dia936_utt9,data/audio/train/dia936_utt9.flac,He deserves to have all the information and then he can make an informed decision.,Rachel,neutral,neutral,936,9,4,23,"00:20:41,156","00:20:45,451"
train,dia936_utt10,data/audio/train/dia936_utt10.flac,That’s not why you’re going!,Phoebe,sadness,negative,936,10,4,23,"00:20:45,619","00:20:48,829"
train,dia936_utt11,data/audio/train/dia936_utt11.flac,"You’re going because you hope he’s gonna say, ""Yeah, I love you too, Rach.",Phoebe,sadness,negative,936,11,4,23,"00:20:45,619","00:20:52,792"
train,dia936_utt12,data/audio/train/dia936_utt12.flac,"Forget that British chippy.""",Phoebe,sadness,negative,936,12,4,23,"00:20:48,997","00:20:52,792"
train,dia936_utt13,data/audio/train/dia936_utt13.flac,Ohh—Do you think he will?!,Rachel,surprise,positive,936,13,4,23,"00:20:54,169","00:20:55,211"
train,dia936_utt14,data/audio/train/dia936_utt14.flac,No!,Phoebe,sadness,negative,936,14,4,23,"0:20:55,379","0:20:58,401"
train,dia936_utt15,data/audio/train/dia936_utt15.flac,Because he’s in love with the British chippy!,Phoebe,sadness,negative,936,15,4,23,"0:20:58,401","0:20:59,220"
train,dia936_utt16,data/audio/train/dia936_utt16.flac,"Look, Rachel, if you go, you’re just gonna mess with his head and ruin his wedding!",Phoebe,anger,negative,936,16,4,23,"00:21:00,467","00:21:04,720"
train,dia936_utt17,data/audio/train/dia936_utt17.flac,"Y’know, it’s too late!",Phoebe,anger,negative,936,17,4,23,"0:21:04,888","0:21:07,440"
train,dia936_utt18,data/audio/train/dia936_utt18.flac,You missed you’re chance!,Phoebe,sadness,negative,936,18,4,23,"0:21:07,440","0:21:07,577"
train,dia936_utt19,data/audio/train/dia936_utt19.flac,"I’m sorry, I know this must be really hard, it’s over.",Phoebe,sadness,negative,936,19,4,23,"00:21:08,475","00:21:14,146"
train,dia936_utt20,data/audio/train/dia936_utt20.flac,"Y’know what? No. It’s not over until someone says, ""I do.""",Rachel,anger,negative,936,20,4,23,"00:21:12,354","00:21:20,945"
train,dia936_utt21,data/audio/train/dia936_utt21.flac,"I do! I do! I do!  I do!  Ugh, like I can really chase you. I’m carrying a litter.",Phoebe,joy,positive,936,21,4,23,"00:21:21,697","00:21:29,036"
train,dia937_utt0,data/audio/train/dia937_utt0.flac,So is everybody here?,Ross,neutral,neutral,937,0,8,12,"0:21:14,481","0:21:16,066"
train,dia937_utt1,data/audio/train/dia937_utt1.flac,I got here a little early myself.,Ross,neutral,neutral,937,1,8,12,"0:21:16,066","0:21:19,413"
train,dia937_utt2,data/audio/train/dia937_utt2.flac,Let us begin.,Ross,neutral,neutral,937,2,8,12,"00:21:19,528","00:21:20,528"
train,dia937_utt3,data/audio/train/dia937_utt3.flac,"Now, the hydrosaurids have been unearthed in two main locations.",Ross,neutral,neutral,937,3,8,12,"00:21:20,696","00:21:26,909"
train,dia937_utt4,data/audio/train/dia937_utt4.flac,Here.,Ross,neutral,neutral,937,4,8,12,"0:21:29,288","0:21:29,850"
train,dia937_utt5,data/audio/train/dia937_utt5.flac,Here.,Ross,neutral,neutral,937,5,8,12,"0:21:29,850","0:21:30,931"
train,dia937_utt6,data/audio/train/dia937_utt6.flac,Now as for the hydrosaurs,Ross,neutral,neutral,937,6,8,12,"00:21:35,752","00:21:38,713"
train,dia938_utt0,data/audio/train/dia938_utt0.flac,"Well, so anyway Beth, what I’m saying is I should’ve considered your feelings before I went home with you that night.",Joey,neutral,neutral,938,0,3,20,"00:21:52,185","00:22:01,235"
train,dia938_utt1,data/audio/train/dia938_utt1.flac,"I’ve ah, I’ve recently learned what’s it like to be on your side of it, and I’m sorry.",Joey,sadness,negative,938,1,3,20,"00:22:04,573","00:22:06,741"
train,dia938_utt2,data/audio/train/dia938_utt2.flac,"So, do you think you can forgive me?",Joey,sadness,negative,938,2,3,20,"00:22:07,826","00:22:10,536"
train,dia938_utt3,data/audio/train/dia938_utt3.flac,Great.,Joey,joy,positive,938,3,3,20,"0:22:11,747","0:22:12,248"
train,dia938_utt4,data/audio/train/dia938_utt4.flac,Thanks.,Joey,joy,positive,938,4,3,20,"0:22:12,248","0:22:13,805"
train,dia938_utt5,data/audio/train/dia938_utt5.flac,"Okay, bye.",Joey,neutral,neutral,938,5,3,20,"00:22:13,915","00:22:16,083"
train,dia938_utt6,data/audio/train/dia938_utt6.flac,"Hello, Jennifer?",Joey,neutral,neutral,938,6,3,20,"00:22:23,925","00:22:25,676"
train,dia938_utt7,data/audio/train/dia938_utt7.flac,"Oh hi, Mrs. Loreo, is Jennifer there?",Joey,surprise,positive,938,7,3,20,"00:22:25,844","00:22:28,596"
train,dia938_utt8,data/audio/train/dia938_utt8.flac,"Oh, she’s not home huh?",Joey,surprise,negative,938,8,3,20,"00:22:28,764","00:22:30,723"
train,dia938_utt9,data/audio/train/dia938_utt9.flac,"Well ah, actually I kinda need to talk to you too.",Joey,neutral,neutral,938,9,3,20,"00:22:31,308","00:22:35,811"
train,dia939_utt0,data/audio/train/dia939_utt0.flac,Hey!,Phoebe,anger,negative,939,0,9,1,"0:05:55,104","0:05:55,786"
train,dia939_utt1,data/audio/train/dia939_utt1.flac,Hi.,Rachel,neutral,neutral,939,1,9,1,"0:05:55,786","0:05:56,790"
train,dia939_utt2,data/audio/train/dia939_utt2.flac,Are you all right?,Phoebe,neutral,neutral,939,2,9,1,"00:05:56,898","00:06:01,193"
train,dia939_utt3,data/audio/train/dia939_utt3.flac,Uhh… I think I just got engaged.,Rachel,fear,negative,939,3,9,1,"0:06:01,361","0:06:03,843"
train,dia939_utt4,data/audio/train/dia939_utt4.flac,Oh my God! He did it?,Phoebe,surprise,positive,939,4,9,1,"0:06:03,843","0:06:05,714"
train,dia939_utt5,data/audio/train/dia939_utt5.flac,Well…did you know he was gonna ask me?,Rachel,joy,positive,939,5,9,1,"00:06:05,865","00:06:07,991"
train,dia939_utt6,data/audio/train/dia939_utt6.flac,Are you kidding?,Phoebe,surprise,positive,939,6,9,1,"0:06:08,159","0:06:08,994"
train,dia939_utt7,data/audio/train/dia939_utt7.flac,I’m like the one who talked him into it.,Phoebe,joy,positive,939,7,9,1,"0:06:08,994","0:06:12,610"
train,dia939_utt8,data/audio/train/dia939_utt8.flac,I  like to think of myself as the puppet master of the group.,Phoebe,sadness,negative,939,8,9,1,"00:06:12,705","00:06:16,500"
train,dia939_utt9,data/audio/train/dia939_utt9.flac,And you really think this is a good idea?,Rachel,sadness,negative,939,9,9,1,"00:06:17,835","00:06:21,546"
train,dia939_utt10,data/audio/train/dia939_utt10.flac,"I just talked him into it, don’t tell me I have to do you too.  The puppet master gets tired people.",Phoebe,neutral,neutral,939,10,9,1,"00:06:21,714","00:06:31,181"
train,dia939_utt11,data/audio/train/dia939_utt11.flac,I just don’t know! It just doesn’t feel right.,Rachel,sadness,negative,939,11,9,1,"00:06:28,513","00:06:31,181"
train,dia939_utt12,data/audio/train/dia939_utt12.flac,"Why?! You two are so meant to be together, everybody thinks  so.",Phoebe,surprise,positive,939,12,9,1,"00:06:31,391","00:06:35,018"
train,dia939_utt13,data/audio/train/dia939_utt13.flac,Really?! Even Ross?,Rachel,surprise,negative,939,13,9,1,"00:06:35,186","00:06:37,646"
train,dia939_utt14,data/audio/train/dia939_utt14.flac,Especially Ross!,Phoebe,joy,positive,939,14,9,1,"00:06:38,815","00:06:41,066"
train,dia939_utt15,data/audio/train/dia939_utt15.flac,"Oh uh, hey Pheebs. Uh y’know what? I’ll-I’ll come  back later.",Joey,neutral,neutral,939,15,9,1,"00:06:43,111","00:06:48,323"
train,dia939_utt16,data/audio/train/dia939_utt16.flac,"Wow! Kind of uh, kind of a full house here. I’ll guess just…I’ll  come back.",Ross,surprise,positive,939,16,9,1,"00:06:50,535","00:06:57,874"
train,dia939_utt17,data/audio/train/dia939_utt17.flac,"There he goes, your fiancée.",Phoebe,joy,positive,939,17,9,1,"00:07:00,545","00:07:03,755"
train,dia939_utt18,data/audio/train/dia939_utt18.flac,I guess so.,Rachel,neutral,neutral,939,18,9,1,"00:07:05,049","00:07:07,217"
train,dia939_utt19,data/audio/train/dia939_utt19.flac,Although he does play with himself in his sleep.,Phoebe,neutral,neutral,939,19,9,1,"00:07:07,718","00:07:09,928"
train,dia939_utt20,data/audio/train/dia939_utt20.flac,I can’t say that I’m surprised.,Rachel,neutral,neutral,939,20,9,1,"00:07:10,138","00:07:11,972"
train,dia940_utt0,data/audio/train/dia940_utt0.flac,"Oh, that is so unfortunate.",Phoebe,sadness,negative,940,0,3,6,"0:01:52,904","0:01:54,786"
train,dia940_utt1,data/audio/train/dia940_utt1.flac,What?,Ross,neutral,neutral,940,1,3,6,"0:01:54,786","0:01:55,508"
train,dia940_utt2,data/audio/train/dia940_utt2.flac,Cute naked guy is really starting to put on weight.,Phoebe,joy,positive,940,2,3,6,"00:01:55,698","00:01:58,325"
train,dia940_utt3,data/audio/train/dia940_utt3.flac,"Okay, I’ll be back in just a minute. Oh, Phoebe I’m sorry that I left lipstick marks on the phone.",Monica,neutral,neutral,940,3,3,6,"00:01:59,994","00:02:06,500"
train,dia940_utt4,data/audio/train/dia940_utt4.flac,You didn’t leave lipstick marks on the phone.,Phoebe,neutral,neutral,940,4,3,6,"00:02:06,709","00:02:08,460"
train,dia940_utt5,data/audio/train/dia940_utt5.flac,"Oh, then it must’ve been you. Bye.",Monica,neutral,neutral,940,5,3,6,"00:02:08,628","00:02:12,214"
train,dia940_utt6,data/audio/train/dia940_utt6.flac,Bye-bye!  That’s why I moved out.,Phoebe,joy,positive,940,6,3,6,"00:02:13,424","00:02:18,720"
train,dia940_utt7,data/audio/train/dia940_utt7.flac,"Hey, y'know while we’re on that, when are you gonna tell my sister that you don’t live here anymore.",Ross,neutral,neutral,940,7,3,6,"00:02:18,930","00:02:22,516"
train,dia940_utt8,data/audio/train/dia940_utt8.flac,I think on some levels she already knows.,Phoebe,neutral,neutral,940,8,3,6,"00:02:23,059","00:02:29,648"
train,dia941_utt0,data/audio/train/dia941_utt0.flac,Night Mon. Night Julio.,Jeannine,neutral,neutral,941,0,3,12,"00:05:32,165","00:05:37,502"
train,dia941_utt1,data/audio/train/dia941_utt1.flac,Adiós.,Julio,neutral,neutral,941,1,3,12,"00:05:35,376","00:05:37,502"
train,dia941_utt2,data/audio/train/dia941_utt2.flac,"Look Julio, someone left their book here.",Monica,surprise,negative,941,2,3,12,"00:05:48,222","00:05:50,807"
train,dia941_utt3,data/audio/train/dia941_utt3.flac,"Ah actually, that is mine.",Julio,neutral,neutral,941,3,3,12,"00:05:50,975","00:05:52,726"
train,dia941_utt4,data/audio/train/dia941_utt4.flac,"Oh yeah, what are you reading?",Monica,neutral,neutral,941,4,3,12,"00:05:52,894","00:05:55,812"
train,dia941_utt5,data/audio/train/dia941_utt5.flac,"Flowers of Evil, by Beaudalire. Have you read it?",Julio,neutral,neutral,941,5,3,12,"00:05:55,980","00:05:59,524"
train,dia941_utt6,data/audio/train/dia941_utt6.flac,"Have I read it?  No, are you enjoying it?",Monica,neutral,neutral,941,6,3,12,"00:06:03,654","00:06:05,864"
train,dia941_utt7,data/audio/train/dia941_utt7.flac,"I thought I would, but the translation's no good.",Julio,neutral,neutral,941,7,3,12,"00:06:07,158","00:06:09,951"
train,dia941_utt8,data/audio/train/dia941_utt8.flac,Your a poet and don't know it.,Monica,neutral,neutral,941,8,3,12,"00:06:11,329","00:06:13,080"
train,dia941_utt9,data/audio/train/dia941_utt9.flac,"Actually I ah, I am a poet.",Julio,neutral,neutral,941,9,3,12,"00:06:16,959","00:06:20,212"
train,dia941_utt10,data/audio/train/dia941_utt10.flac,"Oh, then you do know it.  So um what kind of things do you write about?",Monica,neutral,neutral,941,10,3,12,"00:06:22,799","00:06:33,350"
train,dia941_utt11,data/audio/train/dia941_utt11.flac,"Things that move me. The, the shadow of a tree, a child laughing, or this lip.",Julio,neutral,neutral,941,11,3,12,"00:06:33,518","00:06:43,360"
train,dia941_utt12,data/audio/train/dia941_utt12.flac,Mine?  Right here?,Monica,neutral,neutral,941,12,3,12,"00:06:46,030","00:06:47,656"
train,dia941_utt13,data/audio/train/dia941_utt13.flac,I can write an epic poem about this lip.,Julio,joy,positive,941,13,3,12,"00:06:48,950","00:06:53,453"
train,dia941_utt14,data/audio/train/dia941_utt14.flac,"How would that go?  Well, it didn't rhyme, but I liked it.",Monica,joy,positive,941,14,3,12,"00:06:58,960","00:07:15,392"
train,dia942_utt0,data/audio/train/dia942_utt0.flac,"Last stop, Montreal. This stop is Montreal.",The Conductor,neutral,neutral,942,0,4,10,"00:19:52,107","00:19:56,944"
train,dia942_utt1,data/audio/train/dia942_utt1.flac,What?,Ross,surprise,negative,942,1,4,10,"00:19:59,823","00:20:01,282"
train,dia942_utt2,data/audio/train/dia942_utt2.flac,"I made a bet with myself that you have beautiful eyes. Now that I see them, I win.",Woman On Train,neutral,neutral,942,2,4,10,"00:20:05,662","00:20:15,963"
train,dia942_utt3,data/audio/train/dia942_utt3.flac,What?,Ross,surprise,negative,942,3,4,10,"00:20:14,796","00:20:15,963"
train,dia942_utt4,data/audio/train/dia942_utt4.flac,We’re at my stop. But would you like to have coffee?,Woman On Train,neutral,neutral,942,4,4,10,"00:20:17,174","00:20:20,426"
train,dia942_utt5,data/audio/train/dia942_utt5.flac,Are we really in Montreal?!,Ross,surprise,negative,942,5,4,10,"00:20:24,640","00:20:26,349"
train,dia942_utt6,data/audio/train/dia942_utt6.flac,"Yes we are. So, coffee?",Woman On Train,neutral,neutral,942,6,4,10,"00:20:26,808","00:20:29,685"
train,dia942_utt7,data/audio/train/dia942_utt7.flac,"Coffee sounds great.  Wait, so, so you live in Montreal?",Ross,neutral,neutral,942,7,4,10,"00:20:28,644","00:20:37,360"
train,dia942_utt8,data/audio/train/dia942_utt8.flac,"Oh, no. But it’s just a two hour ferry ride to Nova Scotia.",Woman On Train,neutral,neutral,942,8,4,10,"00:20:39,738","00:20:43,449"
train,dia943_utt0,data/audio/train/dia943_utt0.flac,"Okay, here’s batch 22.",Monica,neutral,neutral,943,0,7,3,"00:13:27,223","00:13:30,266"
train,dia943_utt1,data/audio/train/dia943_utt1.flac,"Oh, maybe these’ll taste a little like your grandmother’s.",Monica,anger,negative,943,1,7,3,"00:13:30,434","00:13:32,477"
train,dia943_utt2,data/audio/train/dia943_utt2.flac,"This has a little bit of orange peel, but no nutmeg.",Monica,neutral,neutral,943,2,7,3,"00:13:32,645","00:13:35,396"
train,dia943_utt3,data/audio/train/dia943_utt3.flac,Let’s give it a shot.,Ross,neutral,neutral,943,3,7,3,"00:13:35,564","00:13:37,482"
train,dia943_utt4,data/audio/train/dia943_utt4.flac,"Oh, what was that for? Like a bake sale?",Phoebe,surprise,positive,943,4,7,3,"0:13:40,402","0:13:42,113"
train,dia943_utt5,data/audio/train/dia943_utt5.flac,"No, just a Friday night.",Monica,neutral,neutral,943,5,7,3,"0:13:42,113","0:13:44,177"
train,dia944_utt0,data/audio/train/dia944_utt0.flac,Would she?,Phoebe,neutral,neutral,944,0,7,1,"00:14:04,426","00:14:06,052"
train,dia944_utt1,data/audio/train/dia944_utt1.flac,Would she?  You ate my candy bar!,Joey,anger,negative,944,1,7,1,"00:14:07,263","00:14:11,808"
train,dia945_utt0,data/audio/train/dia945_utt0.flac,"Oh God, I hate my job, I hate it, I hate my job, I hate it.",Rachel,disgust,negative,945,0,3,11,"00:04:38,319","00:04:40,737"
train,dia945_utt1,data/audio/train/dia945_utt1.flac,"I know honey, I’m sorry.",Monica,sadness,negative,945,1,3,11,"00:04:40,947","00:04:42,572"
train,dia945_utt2,data/audio/train/dia945_utt2.flac,"Oh, I wanna quit, but then I think I should stick it out, then I think why would such a person stay in such a demeaning job, just because it’s remotely related to the field they’re interested in.",Rachel,sadness,negative,945,2,3,11,"00:04:42,740","00:04:50,872"
train,dia945_utt3,data/audio/train/dia945_utt3.flac,"Gee, I don’t know Rach. Order up!! I got a Yentel soup, a James Beans, and a Howdy hold the Dowdy!",Monica,joy,positive,945,3,3,11,"00:04:57,213","00:05:02,926"
train,dia945_utt4,data/audio/train/dia945_utt4.flac,"Oh honey, come on, I’m sorry, I didn’t....",Rachel,sadness,negative,945,4,3,11,"00:05:03,094","00:05:05,762"
train,dia945_utt5,data/audio/train/dia945_utt5.flac,"I don’t mind paying my dues, y'know, its just how much am I gonna learn about fashion by walking Mira, the arthritic seamstress, to the bathroom.",Rachel,disgust,negative,945,5,3,11,"00:05:05,930","00:05:12,644"
train,dia945_utt6,data/audio/train/dia945_utt6.flac,Hi! Is my misery amusing to you?,Rachel,anger,negative,945,6,3,11,"00:05:16,691","00:05:19,735"
train,dia945_utt7,data/audio/train/dia945_utt7.flac,"I’m sorry, I wa, I wa, I was just ah....",Guy,fear,negative,945,7,3,11,"00:05:19,902","00:05:22,779"
train,dia945_utt8,data/audio/train/dia945_utt8.flac,"It’s not funny, this is actually my job.",Rachel,anger,negative,945,8,3,11,"00:05:22,947","00:05:25,073"
train,dia945_utt9,data/audio/train/dia945_utt9.flac,"Oh believe me, I-I-I’ve been there. I had to sort mannequin heads at that Mannequins Plus.",Guy,neutral,neutral,945,9,3,11,"00:05:25,241","00:05:30,329"
train,dia945_utt10,data/audio/train/dia945_utt10.flac,"Oh well then, so I’m just going to go back to talking to my friend here.",Rachel,joy,positive,945,10,3,11,"00:05:30,496","00:05:34,875"
train,dia945_utt11,data/audio/train/dia945_utt11.flac,And you can go back to enjoying your little hamburger.,Rachel,joy,positive,945,11,3,11,"00:05:35,043","00:05:38,086"
train,dia945_utt12,data/audio/train/dia945_utt12.flac,"Ah, just one other thing.",Guy,neutral,neutral,945,12,3,11,"0:05:39,464","0:05:41,258"
train,dia945_utt13,data/audio/train/dia945_utt13.flac,Yes?!,Rachel,joy,positive,945,13,3,11,"0:05:41,258","0:05:42,826"
train,dia945_utt14,data/audio/train/dia945_utt14.flac,"I ah, I work at",Guy,neutral,neutral,945,14,3,11,"00:05:42,925","00:05:44,509"
train,dia945_utt15,data/audio/train/dia945_utt15.flac,Do you want my pickle?,Rachel,neutral,neutral,945,15,3,11,"00:05:51,017","00:05:52,267"
train,dia946_utt0,data/audio/train/dia946_utt0.flac,Do you think they have yesterday's daily news?,Phoebe,neutral,neutral,946,0,1,11,"00:00:02,377","00:00:04,545"
