stem,split,Emotion
dia764_utt0,train,joy
dia765_utt0,train,neutral
dia765_utt1,train,joy
dia766_utt0,train,neutral
dia766_utt1,train,joy
dia766_utt2,train,anger
dia766_utt3,train,anger
dia766_utt4,train,neutral
dia766_utt5,train,anger
dia766_utt6,train,neutral
dia767_utt0,train,joy
dia767_utt1,train,neutral
dia767_utt2,train,neutral
dia767_utt3,train,sadness
dia767_utt4,train,neutral
dia767_utt5,train,joy
dia767_utt6,train,fear
dia767_utt7,train,neutral
dia767_utt8,train,neutral
dia767_utt9,train,neutral
dia767_utt10,train,anger
dia767_utt11,train,neutral
dia768_utt0,train,surprise
dia768_utt1,train,sadness
dia768_utt2,train,neutral
dia768_utt3,train,anger
dia768_utt4,train,surprise
dia768_utt5,train,joy
dia768_utt6,train,joy
dia768_utt7,train,neutral
dia768_utt8,train,neutral
dia769_utt0,train,sadness
dia769_utt1,train,fear
dia769_utt2,train,surprise
dia770_utt0,train,neutral
dia770_utt1,train,anger
dia770_utt2,train,anger
dia770_utt3,train,neutral
dia770_utt4,train,neutral
dia770_utt5,train,anger
dia770_utt6,train,neutral
dia770_utt7,train,anger
dia770_utt8,train,disgust
dia770_utt9,train,anger
dia770_utt10,train,anger
dia770_utt11,train,anger
dia770_utt12,train,anger
dia770_utt13,train,anger
dia770_utt14,train,anger
dia770_utt15,train,sadness
dia770_utt16,train,anger
dia770_utt17,train,fear
dia771_utt0,train,neutral
dia771_utt1,train,neutral
dia771_utt2,train,neutral
dia771_utt3,train,neutral
dia771_utt4,train,neutral
dia771_utt5,train,neutral
dia771_utt6,train,neutral
dia771_utt7,train,neutral
dia771_utt8,train,neutral
dia771_utt9,train,neutral
dia771_utt10,train,neutral
dia771_utt11,train,neutral
dia771_utt12,train,neutral
dia771_utt13,train,neutral
dia771_utt14,train,anger
dia771_utt15,train,surprise
dia771_utt16,train,anger
dia771_utt17,train,neutral
dia772_utt0,train,neutral
dia772_utt1,train,anger
dia772_utt2,train,sadness
dia772_utt3,train,anger
dia772_utt4,train,joy
dia772_utt5,train,joy
dia772_utt6,train,joy
dia772_utt7,train,joy
dia772_utt8,train,joy
dia772_utt9,train,joy
dia772_utt10,train,joy
dia772_utt11,train,joy
dia772_utt12,train,joy
dia772_utt13,train,joy
dia772_utt14,train,neutral
dia772_utt15,train,neutral
dia773_utt0,train,neutral
dia773_utt1,train,disgust
dia773_utt2,train,neutral
dia774_utt0,train,sadness
dia774_utt1,train,sadness
dia774_utt2,train,fear
dia774_utt3,train,neutral
dia774_utt4,train,neutral
dia774_utt5,train,joy
dia774_utt6,train,neutral
dia774_utt7,train,neutral
dia774_utt8,train,neutral
dia774_utt9,train,surprise
dia774_utt10,train,surprise
dia775_utt0,train,neutral
dia775_utt1,train,neutral
dia775_utt2,train,surprise
dia775_utt3,train,neutral
dia775_utt4,train,neutral
dia775_utt5,train,surprise
dia775_utt6,train,neutral
dia775_utt7,train,neutral
dia775_utt8,train,neutral
dia775_utt9,train,neutral
dia775_utt10,train,surprise
dia775_utt11,train,neutral
dia775_utt12,train,joy
dia775_utt13,train,neutral
dia776_utt0,train,joy
dia776_utt1,train,joy
dia776_utt2,train,neutral
dia776_utt3,train,neutral
dia776_utt4,train,neutral
dia776_utt5,train,joy
dia776_utt6,train,neutral
dia776_utt7,train,neutral
dia777_utt0,train,neutral
dia777_utt1,train,neutral
dia777_utt2,train,neutral
dia777_utt3,train,neutral
dia777_utt4,train,neutral
dia777_utt5,train,joy
dia777_utt6,train,surprise
dia777_utt7,train,surprise
dia777_utt8,train,neutral
dia777_utt9,train,joy
dia777_utt10,train,joy
dia777_utt11,train,neutral
dia777_utt12,train,neutral
dia777_utt13,train,joy
dia778_utt0,train,surprise
dia778_utt1,train,sadness
dia778_utt2,train,anger
dia778_utt3,train,neutral
dia778_utt4,train,neutral
dia778_utt5,train,neutral
dia778_utt6,train,surprise
dia778_utt7,train,neutral
dia778_utt8,train,neutral
dia778_utt9,train,surprise
dia778_utt10,train,surprise
dia779_utt0,train,neutral
dia779_utt1,train,neutral
dia780_utt0,train,neutral
dia780_utt1,train,neutral
dia780_utt2,train,anger
dia780_utt3,train,neutral
dia780_utt4,train,sadness
dia780_utt5,train,surprise
dia780_utt6,train,sadness
dia780_utt7,train,neutral
dia781_utt0,train,neutral
dia781_utt1,train,joy
dia782_utt0,train,neutral
dia782_utt1,train,neutral
dia782_utt2,train,joy
dia782_utt3,train,joy
dia782_utt4,train,fear
dia782_utt5,train,neutral
dia782_utt6,train,fear
dia782_utt7,train,joy
dia782_utt8,train,fear
dia782_utt9,train,fear
dia782_utt10,train,surprise
dia782_utt11,train,neutral
dia783_utt0,train,neutral
dia783_utt1,train,joy
dia783_utt2,train,joy
dia783_utt3,train,joy
dia783_utt4,train,joy
dia783_utt5,train,joy
dia783_utt6,train,neutral
dia783_utt7,train,neutral
dia783_utt8,train,sadness
dia784_utt0,train,neutral
dia784_utt1,train,sadness
dia785_utt0,train,neutral
dia785_utt1,train,anger
dia786_utt0,train,neutral
dia786_utt1,train,anger
dia786_utt2,train,anger
dia786_utt3,train,anger
dia787_utt0,train,neutral
dia787_utt1,train,neutral
dia787_utt2,train,neutral
dia787_utt3,train,neutral
dia787_utt4,train,neutral
dia787_utt5,train,neutral
dia787_utt6,train,neutral
dia787_utt7,train,neutral
dia787_utt8,train,neutral
dia787_utt9,train,neutral
dia787_utt10,train,neutral
dia788_utt0,train,fear
dia788_utt1,train,joy
dia788_utt2,train,neutral
dia788_utt3,train,neutral
dia788_utt4,train,neutral
dia789_utt0,train,joy
dia789_utt1,train,joy
dia789_utt2,train,joy
dia789_utt3,train,fear
dia789_utt4,train,neutral
dia789_utt5,train,fear
dia789_utt6,train,fear
dia789_utt7,train,anger
dia789_utt8,train,joy
dia789_utt9,train,surprise
dia790_utt0,train,surprise
dia791_utt0,train,joy
dia791_utt1,train,joy
dia791_utt2,train,neutral
dia791_utt3,train,neutral
dia791_utt4,train,neutral
dia791_utt5,train,neutral
dia791_utt6,train,joy
dia791_utt7,train,neutral
dia791_utt8,train,neutral
dia791_utt9,train,sadness
dia791_utt10,train,neutral
dia791_utt11,train,joy
dia791_utt12,train,neutral
dia791_utt13,train,neutral
dia791_utt14,train,neutral
dia791_utt15,train,neutral
dia791_utt16,train,surprise
dia791_utt17,train,joy
dia791_utt18,train,joy
dia791_utt19,train,joy
dia791_utt20,train,neutral
dia791_utt21,train,neutral
dia792_utt0,train,joy
dia792_utt1,train,joy
dia792_utt2,train,neutral
dia792_utt3,train,joy
dia792_utt4,train,joy
dia792_utt5,train,surprise
dia792_utt6,train,disgust
dia792_utt7,train,neutral
dia792_utt8,train,anger
dia792_utt9,train,neutral
dia792_utt10,train,surprise
dia792_utt11,train,surprise
dia792_utt12,train,anger
dia792_utt13,train,sadness
dia792_utt14,train,joy
dia792_utt15,train,surprise
dia792_utt16,train,sadness
dia792_utt17,train,sadness
dia792_utt18,train,sadness
dia792_utt19,train,joy
dia792_utt20,train,surprise
dia793_utt0,train,joy
dia793_utt1,train,neutral
dia793_utt2,train,joy
dia793_utt3,train,joy
dia793_utt4,train,joy
dia793_utt5,train,anger
dia793_utt6,train,joy
dia793_utt7,train,joy
dia793_utt8,train,joy
dia793_utt9,train,joy
dia793_utt10,train,joy
dia794_utt0,train,anger
dia794_utt1,train,anger
dia794_utt2,train,anger
dia794_utt3,train,anger
dia794_utt4,train,anger
dia794_utt5,train,sadness
dia794_utt6,train,anger
dia794_utt7,train,sadness
dia794_utt8,train,anger
dia794_utt9,train,neutral
dia794_utt10,train,anger
dia795_utt0,train,surprise
dia795_utt1,train,surprise
dia795_utt2,train,neutral
dia795_utt3,train,neutral
dia795_utt4,train,neutral
dia795_utt5,train,neutral
dia795_utt6,train,anger
dia795_utt7,train,anger
dia795_utt8,train,neutral
dia796_utt0,train,sadness
dia796_utt1,train,surprise
dia796_utt2,train,neutral
dia796_utt3,train,neutral
dia796_utt4,train,surprise
dia796_utt5,train,fear
dia796_utt6,train,surprise
dia796_utt7,train,neutral
dia796_utt8,train,neutral
dia796_utt9,train,neutral
dia796_utt10,train,joy
dia796_utt11,train,joy
dia796_utt12,train,fear
dia796_utt13,train,joy
dia796_utt14,train,fear
dia796_utt15,train,neutral
dia796_utt16,train,joy
dia796_utt17,train,joy
dia796_utt18,train,joy
dia796_utt19,train,sadness
dia796_utt20,train,neutral
dia797_utt0,train,neutral
dia797_utt1,train,neutral
dia797_utt2,train,neutral
dia797_utt3,train,neutral
dia797_utt4,train,neutral
dia797_utt5,train,surprise
dia797_utt6,train,neutral
dia797_utt7,train,neutral
dia797_utt8,train,joy
dia797_utt9,train,neutral
dia797_utt10,train,surprise
dia797_utt11,train,sadness
dia797_utt12,train,sadness
dia797_utt13,train,sadness
dia798_utt0,train,disgust
dia798_utt1,train,neutral
dia798_utt2,train,neutral
dia798_utt3,train,fear
dia798_utt4,train,sadness
dia798_utt5,train,sadness
dia798_utt6,train,surprise
dia799_utt0,train,fear
dia799_utt1,train,fear
dia799_utt2,train,neutral
dia799_utt3,train,neutral
dia799_utt4,train,neutral
dia799_utt5,train,neutral
dia799_utt6,train,neutral
dia800_utt0,train,fear
dia800_utt1,train,neutral
dia801_utt0,train,neutral
dia801_utt1,train,neutral
dia801_utt2,train,neutral
dia801_utt3,train,neutral
dia801_utt4,train,neutral
dia801_utt5,train,fear
dia801_utt6,train,neutral
dia801_utt7,train,anger
dia801_utt8,train,anger
dia802_utt0,train,joy
dia802_utt1,train,joy
dia802_utt2,train,neutral
dia802_utt3,train,joy
dia802_utt4,train,neutral
dia803_utt0,train,anger
dia803_utt1,train,sadness
dia803_utt2,train,surprise
dia803_utt3,train,joy
dia803_utt4,train,joy
dia803_utt5,train,joy
dia803_utt6,train,anger
dia804_utt0,train,fear
dia804_utt1,train,neutral
dia804_utt2,train,joy
dia804_utt3,train,anger
dia804_utt4,train,sadness
dia804_utt5,train,anger
dia804_utt6,train,disgust
dia804_utt7,train,anger
dia804_utt8,train,anger
dia804_utt9,train,sadness
dia805_utt0,train,joy
dia805_utt1,train,neutral
dia805_utt2,train,neutral
dia805_utt3,train,joy
dia805_utt4,train,surprise
dia805_utt5,train,joy
dia805_utt6,train,anger
dia805_utt7,train,neutral
dia806_utt0,train,surprise
dia806_utt1,train,surprise
dia806_utt2,train,joy
dia806_utt3,train,joy
dia806_utt4,train,neutral
dia806_utt5,train,sadness
dia806_utt6,train,sadness
dia806_utt7,train,neutral
dia806_utt8,train,sadness
dia806_utt9,train,joy
dia806_utt10,train,surprise
dia806_utt11,train,neutral
dia806_utt12,train,neutral
dia806_utt13,train,joy
dia806_utt14,train,surprise
dia806_utt15,train,fear
dia806_utt16,train,neutral
dia806_utt17,train,joy
dia807_utt0,train,neutral
dia807_utt1,train,anger
dia808_utt0,train,disgust
dia808_utt1,train,neutral
dia808_utt2,train,neutral
dia808_utt3,train,neutral
dia808_utt4,train,neutral
dia808_utt5,train,neutral
dia808_utt6,train,joy
dia808_utt7,train,joy
dia809_utt0,train,joy
dia809_utt1,train,joy
dia809_utt2,train,joy
dia809_utt3,train,joy
dia809_utt4,train,joy
dia809_utt5,train,joy
dia809_utt6,train,joy
dia809_utt7,train,neutral
dia809_utt8,train,neutral
dia809_utt9,train,surprise
dia809_utt10,train,anger
dia809_utt11,train,joy
dia809_utt12,train,neutral
dia809_utt13,train,neutral
dia809_utt14,train,anger
dia809_utt15,train,fear
dia810_utt0,train,surprise
dia810_utt1,train,sadness
dia810_utt2,train,fear
dia810_utt3,train,fear
dia810_utt4,train,fear
dia810_utt5,train,neutral
dia810_utt6,train,joy
dia810_utt7,train,neutral
dia810_utt8,train,joy
dia810_utt9,train,joy
dia810_utt10,train,neutral
dia810_utt11,train,neutral
dia810_utt12,train,neutral
dia810_utt13,train,sadness
dia810_utt14,train,neutral
dia810_utt15,train,neutral
dia810_utt16,train,surprise
dia810_utt17,train,neutral
dia811_utt0,train,joy
dia811_utt1,train,neutral
dia811_utt2,train,neutral
dia811_utt3,train,neutral
dia811_utt4,train,surprise
dia811_utt5,train,joy
dia811_utt6,train,neutral
dia811_utt7,train,neutral
dia811_utt8,train,joy
dia811_utt9,train,fear
dia811_utt10,train,joy
dia812_utt0,train,neutral
dia812_utt1,train,joy
dia812_utt2,train,neutral
dia812_utt3,train,neutral
dia812_utt4,train,joy
dia812_utt5,train,anger
dia812_utt8,train,joy
dia812_utt9,train,joy
dia812_utt10,train,neutral
dia812_utt11,train,neutral
dia812_utt12,train,joy
dia812_utt13,train,joy
dia812_utt14,train,neutral
dia812_utt15,train,neutral
dia813_utt0,train,neutral
dia813_utt1,train,surprise
dia813_utt2,train,neutral
dia813_utt3,train,anger
dia813_utt4,train,neutral
dia813_utt5,train,sadness
dia813_utt6,train,neutral
dia813_utt7,train,neutral
dia813_utt8,train,surprise
dia813_utt9,train,neutral
dia813_utt10,train,neutral
dia814_utt0,train,neutral
dia814_utt1,train,neutral
dia814_utt2,train,joy
dia814_utt3,train,neutral
dia814_utt4,train,joy
dia815_utt0,train,neutral
dia815_utt1,train,neutral
dia815_utt2,train,neutral
dia815_utt3,train,neutral
dia816_utt0,train,sadness
dia816_utt1,train,sadness
dia816_utt2,train,sadness
dia816_utt3,train,sadness
dia816_utt4,train,neutral
dia817_utt0,train,joy
dia817_utt1,train,neutral
dia817_utt2,train,neutral
dia817_utt3,train,surprise
dia817_utt4,train,neutral
dia817_utt5,train,neutral
dia817_utt6,train,neutral
dia817_utt7,train,anger
dia817_utt8,train,neutral
dia817_utt9,train,neutral
dia817_utt10,train,sadness
dia817_utt11,train,surprise
dia817_utt12,train,anger
dia817_utt13,train,neutral
dia817_utt14,train,neutral
dia818_utt0,train,neutral
dia818_utt1,train,disgust
dia818_utt2,train,joy
dia818_utt3,train,neutral
dia818_utt4,train,neutral
dia818_utt5,train,neutral
dia818_utt6,train,sadness
dia818_utt7,train,neutral
dia819_utt0,train,surprise
dia819_utt1,train,neutral
dia819_utt2,train,neutral
dia819_utt3,train,neutral
dia819_utt4,train,neutral
dia819_utt5,train,anger
dia819_utt6,train,neutral
dia819_utt7,train,neutral
dia819_utt8,train,neutral
dia819_utt9,train,fear
dia819_utt10,train,neutral
dia819_utt11,train,neutral
dia819_utt12,train,neutral
dia819_utt13,train,neutral
dia819_utt14,train,disgust
dia819_utt15,train,neutral
dia819_utt16,train,neutral
dia819_utt17,train,joy
dia819_utt18,train,joy
dia820_utt0,train,joy
dia820_utt1,train,neutral
dia820_utt2,train,neutral
dia820_utt3,train,surprise
dia820_utt4,train,sadness
dia820_utt5,train,joy
dia820_utt6,train,neutral
dia820_utt7,train,neutral
dia820_utt8,train,joy
dia820_utt9,train,joy
dia820_utt10,train,neutral
dia820_utt11,train,neutral
dia820_utt12,train,neutral
dia820_utt13,train,joy
dia820_utt14,train,joy
dia820_utt15,train,joy
dia820_utt16,train,surprise
dia820_utt17,train,neutral
dia820_utt18,train,surprise
dia820_utt19,train,surprise
dia820_utt20,train,joy
dia820_utt21,train,joy
dia821_utt0,train,joy
dia821_utt1,train,surprise
dia821_utt2,train,neutral
dia821_utt3,train,neutral
dia821_utt4,train,neutral
dia821_utt5,train,neutral
dia821_utt6,train,neutral
dia821_utt7,train,surprise
dia821_utt8,train,neutral
dia821_utt9,train,joy
dia821_utt10,train,joy
dia821_utt11,train,surprise
dia821_utt12,train,neutral
dia821_utt13,train,joy
dia821_utt14,train,joy
dia822_utt0,train,neutral
dia822_utt1,train,neutral
dia822_utt2,train,neutral
dia822_utt3,train,neutral
dia822_utt4,train,joy
dia822_utt5,train,neutral
dia822_utt6,train,neutral
dia822_utt7,train,sadness
dia822_utt8,train,neutral
dia823_utt0,train,neutral
dia823_utt1,train,neutral
dia823_utt2,train,joy
dia823_utt3,train,surprise
dia823_utt4,train,neutral
dia823_utt5,train,disgust
dia823_utt6,train,joy
dia823_utt7,train,surprise
dia823_utt8,train,surprise
dia823_utt9,train,disgust
dia823_utt10,train,neutral
dia823_utt11,train,neutral
dia823_utt12,train,joy
dia823_utt13,train,neutral
dia823_utt14,train,surprise
dia824_utt0,train,joy
dia824_utt1,train,joy
dia825_utt0,train,surprise
dia825_utt1,train,neutral
dia825_utt2,train,neutral
dia826_utt0,train,joy
dia826_utt1,train,joy
dia826_utt2,train,neutral
dia826_utt3,train,joy
dia826_utt4,train,sadness
dia827_utt0,train,neutral
dia827_utt1,train,joy
dia827_utt2,train,neutral
dia827_utt3,train,neutral
dia827_utt4,train,neutral
dia827_utt5,train,fear
dia827_utt6,train,neutral
dia827_utt7,train,neutral
dia827_utt8,train,joy
dia827_utt11,train,joy
dia827_utt12,train,joy
dia827_utt13,train,fear
dia827_utt14,train,joy
dia827_utt15,train,neutral
dia828_utt0,train,anger
dia828_utt1,train,joy
dia828_utt2,train,disgust
dia828_utt3,train,anger
dia828_utt4,train,anger
dia828_utt5,train,surprise
dia828_utt6,train,anger
dia828_utt7,train,neutral
dia828_utt8,train,disgust
dia828_utt9,train,neutral
dia828_utt10,train,neutral
dia828_utt11,train,neutral
dia828_utt12,train,neutral
dia828_utt13,train,anger
dia828_utt14,train,neutral
dia828_utt15,train,anger
dia829_utt0,train,anger
dia829_utt1,train,joy
dia829_utt2,train,anger
dia830_utt0,train,joy
dia830_utt1,train,joy
dia830_utt2,train,anger
dia830_utt3,train,joy
dia830_utt4,train,joy
dia830_utt5,train,joy
dia830_utt6,train,sadness
dia830_utt7,train,sadness
dia831_utt0,train,anger
dia831_utt1,train,anger
dia831_utt2,train,neutral
dia831_utt3,train,anger
dia831_utt4,train,anger
dia831_utt5,train,anger
dia831_utt6,train,sadness
dia831_utt7,train,joy
dia832_utt0,train,anger
dia832_utt1,train,neutral
dia832_utt2,train,neutral
dia832_utt3,train,surprise
dia832_utt4,train,neutral
dia832_utt5,train,neutral
dia832_utt6,train,surprise
dia832_utt7,train,neutral
dia832_utt8,train,neutral
dia832_utt9,train,joy
dia832_utt10,train,joy
dia832_utt11,train,sadness
dia832_utt12,train,neutral
dia832_utt13,train,joy
dia832_utt14,train,anger
dia832_utt15,train,joy
dia833_utt0,train,joy
dia833_utt1,train,neutral
dia833_utt2,train,anger
dia833_utt3,train,anger
dia833_utt4,train,anger
dia833_utt5,train,anger
dia833_utt6,train,neutral
dia834_utt0,train,surprise
dia834_utt1,train,neutral
dia834_utt2,train,neutral
dia834_utt3,train,neutral
dia834_utt4,train,neutral
dia834_utt5,train,joy
dia834_utt6,train,neutral
dia834_utt7,train,neutral
dia834_utt8,train,neutral
dia834_utt9,train,neutral
dia834_utt10,train,neutral
dia834_utt11,train,neutral
dia834_utt12,train,neutral
dia834_utt13,train,neutral
dia834_utt14,train,surprise
dia834_utt15,train,neutral
dia835_utt0,train,sadness
dia835_utt1,train,neutral
dia835_utt2,train,anger
dia835_utt3,train,neutral
dia835_utt4,train,surprise
dia835_utt5,train,anger
dia835_utt6,train,neutral
dia835_utt7,train,anger
dia835_utt8,train,disgust
dia835_utt9,train,anger
dia835_utt10,train,anger
dia835_utt11,train,neutral
dia836_utt0,train,neutral
dia836_utt1,train,surprise
dia836_utt2,train,surprise
dia836_utt3,train,neutral
dia836_utt4,train,neutral
dia836_utt5,train,neutral
dia836_utt6,train,surprise
dia836_utt7,train,surprise
dia836_utt8,train,neutral
dia836_utt9,train,surprise
dia836_utt10,train,anger
dia836_utt11,train,neutral
dia836_utt12,train,joy
dia837_utt0,train,neutral
dia837_utt1,train,joy
dia837_utt2,train,joy
dia838_utt0,train,surprise
dia839_utt0,train,anger
dia839_utt1,train,anger
dia839_utt2,train,neutral
dia839_utt3,train,neutral
dia839_utt4,train,joy
dia839_utt5,train,neutral
dia839_utt6,train,surprise
dia839_utt7,train,neutral
dia839_utt8,train,disgust
dia839_utt11,train,anger
dia839_utt12,train,disgust
dia839_utt13,train,disgust
dia839_utt14,train,disgust
dia839_utt15,train,disgust
dia840_utt0,train,joy
dia840_utt1,train,joy
dia840_utt2,train,neutral
dia840_utt3,train,neutral
dia840_utt4,train,neutral
dia840_utt5,train,neutral
dia840_utt6,train,fear
dia840_utt7,train,joy
dia840_utt8,train,neutral
dia840_utt9,train,neutral
dia840_utt10,train,surprise
dia840_utt11,train,neutral
dia840_utt12,train,surprise
dia840_utt13,train,neutral
dia840_utt14,train,neutral
dia840_utt15,train,sadness
dia841_utt0,train,fear
dia841_utt1,train,neutral
dia841_utt2,train,neutral
dia841_utt3,train,neutral
dia841_utt4,train,anger
dia841_utt5,train,neutral
dia841_utt6,train,sadness
dia841_utt7,train,anger
dia841_utt8,train,anger
dia841_utt9,train,sadness
dia841_utt10,train,sadness
dia841_utt11,train,neutral
dia841_utt12,train,joy
dia841_utt13,train,neutral
dia841_utt14,train,neutral
dia841_utt15,train,neutral
dia841_utt16,train,anger
dia841_utt17,train,neutral
dia841_utt18,train,neutral
dia841_utt19,train,neutral
dia841_utt20,train,neutral
dia841_utt21,train,joy
dia841_utt22,train,neutral
dia842_utt0,train,neutral
dia842_utt1,train,neutral
dia842_utt2,train,neutral
dia842_utt3,train,neutral
dia842_utt4,train,sadness
dia842_utt5,train,sadness
dia842_utt6,train,sadness
dia842_utt7,train,neutral
dia842_utt10,train,joy
dia842_utt11,train,neutral
dia842_utt12,train,surprise
dia843_utt0,train,surprise
dia843_utt1,train,sadness
dia843_utt2,train,anger
dia843_utt3,train,neutral
dia843_utt4,train,neutral
dia843_utt5,train,anger
dia843_utt6,train,surprise
dia843_utt7,train,sadness
dia843_utt8,train,neutral
dia843_utt9,train,sadness
dia843_utt10,train,neutral
dia843_utt11,train,neutral
dia843_utt12,train,neutral
dia843_utt13,train,neutral
dia843_utt14,train,neutral
dia844_utt0,train,neutral
dia844_utt1,train,neutral
dia844_utt2,train,neutral
dia844_utt3,train,neutral
dia844_utt4,train,neutral
dia844_utt5,train,sadness
dia844_utt6,train,fear
dia844_utt7,train,neutral
dia844_utt8,train,joy
dia844_utt9,train,joy
dia844_utt10,train,joy
dia844_utt11,train,anger
dia844_utt12,train,joy
dia844_utt13,train,anger
dia844_utt14,train,neutral
dia844_utt15,train,joy
dia844_utt16,train,neutral
dia844_utt17,train,surprise
dia844_utt18,train,neutral
dia844_utt19,train,neutral
dia844_utt20,train,fear
dia845_utt0,train,neutral
dia845_utt1,train,joy
dia845_utt2,train,neutral
dia845_utt3,train,joy
dia845_utt4,train,neutral
dia845_utt5,train,joy
dia845_utt6,train,neutral
dia845_utt7,train,fear
dia845_utt8,train,neutral
dia845_utt9,train,joy
dia845_utt10,train,joy
dia845_utt11,train,joy
dia846_utt0,train,neutral
dia846_utt1,train,neutral
dia846_utt2,train,neutral
dia846_utt3,train,neutral
dia846_utt4,train,neutral
dia847_utt0,train,joy
dia847_utt1,train,joy
dia847_utt2,train,joy
dia847_utt3,train,joy
dia847_utt4,train,joy
dia847_utt5,train,joy
dia848_utt0,train,neutral
dia848_utt1,train,neutral
dia848_utt2,train,neutral
dia848_utt3,train,surprise
dia848_utt4,train,sadness
dia848_utt5,train,surprise
dia848_utt6,train,surprise
dia848_utt7,train,surprise
dia848_utt8,train,sadness
dia848_utt9,train,surprise
dia848_utt10,train,neutral
dia848_utt11,train,surprise
dia849_utt0,train,joy
dia849_utt1,train,joy
dia849_utt2,train,joy
dia849_utt3,train,neutral
dia849_utt4,train,joy
dia849_utt5,train,joy
dia849_utt6,train,joy
dia849_utt7,train,disgust
dia849_utt8,train,neutral
dia849_utt9,train,neutral
dia849_utt10,train,anger
dia849_utt11,train,joy
dia850_utt0,train,joy
dia850_utt1,train,neutral
dia850_utt2,train,neutral
dia850_utt3,train,neutral
dia850_utt4,train,surprise
dia850_utt5,train,neutral
dia850_utt6,train,joy
dia851_utt0,train,neutral
dia851_utt1,train,surprise
dia851_utt2,train,neutral
dia851_utt3,train,neutral
dia851_utt4,train,neutral
dia851_utt5,train,joy
dia851_utt6,train,neutral
dia851_utt7,train,neutral
dia851_utt8,train,neutral
dia851_utt9,train,neutral
dia851_utt10,train,joy
dia851_utt11,train,neutral
dia851_utt12,train,neutral
dia851_utt13,train,joy
dia851_utt14,train,neutral
dia851_utt15,train,neutral
dia851_utt16,train,neutral
dia851_utt17,train,neutral
dia851_utt18,train,joy
dia851_utt19,train,neutral
dia851_utt20,train,neutral
dia852_utt0,train,neutral
dia852_utt1,train,neutral
dia852_utt2,train,sadness
dia852_utt3,train,neutral
dia852_utt4,train,sadness
dia852_utt5,train,neutral
dia852_utt6,train,neutral
dia852_utt7,train,anger
dia852_utt8,train,sadness
dia853_utt0,train,neutral
dia853_utt1,train,anger
dia853_utt2,train,sadness
dia853_utt3,train,anger
dia853_utt4,train,sadness
dia853_utt5,train,joy
dia853_utt6,train,neutral
dia853_utt7,train,anger
dia853_utt8,train,anger
dia853_utt9,train,anger
dia853_utt10,train,surprise
dia853_utt11,train,anger
dia853_utt12,train,anger
dia853_utt13,train,joy
dia853_utt14,train,anger
dia854_utt0,train,fear
dia854_utt1,train,neutral
dia854_utt2,train,anger
dia854_utt3,train,anger
dia854_utt4,train,neutral
dia854_utt5,train,neutral
dia855_utt0,train,joy
dia855_utt1,train,anger
dia855_utt2,train,neutral
dia855_utt3,train,joy
dia855_utt4,train,joy
dia855_utt5,train,sadness
dia855_utt6,train,surprise
dia855_utt7,train,fear
dia856_utt0,train,neutral
dia856_utt1,train,neutral
dia856_utt2,train,sadness
dia856_utt3,train,surprise
dia856_utt4,train,joy
dia857_utt0,train,surprise
dia857_utt1,train,neutral
dia857_utt2,train,neutral
dia857_utt3,train,neutral
dia857_utt4,train,neutral
dia857_utt5,train,neutral
dia857_utt6,train,neutral
dia857_utt7,train,neutral
dia857_utt8,train,neutral
dia857_utt9,train,neutral
dia857_utt10,train,neutral
dia857_utt11,train,joy
dia858_utt0,train,surprise
dia858_utt1,train,surprise
dia858_utt2,train,neutral
dia858_utt3,train,neutral
dia858_utt4,train,joy
dia858_utt5,train,neutral
dia858_utt6,train,neutral
dia858_utt7,train,neutral
dia858_utt8,train,neutral
dia858_utt9,train,neutral
dia858_utt10,train,surprise
dia858_utt11,train,neutral
dia858_utt12,train,neutral
dia858_utt13,train,neutral
dia859_utt0,train,surprise
dia859_utt1,train,neutral
dia859_utt2,train,surprise
dia859_utt3,train,neutral
dia860_utt0,train,surprise
dia860_utt1,train,neutral
dia860_utt2,train,fear
dia860_utt3,train,neutral
dia860_utt4,train,neutral
dia860_utt5,train,neutral
dia860_utt6,train,neutral
dia860_utt7,train,neutral
dia860_utt8,train,neutral
dia860_utt9,train,surprise
dia860_utt10,train,neutral
dia860_utt11,train,disgust
dia860_utt12,train,neutral
dia860_utt13,train,surprise
dia860_utt14,train,joy
dia860_utt15,train,disgust
dia861_utt0,train,sadness
dia861_utt1,train,sadness
dia861_utt2,train,sadness
dia861_utt3,train,anger
dia861_utt4,train,surprise
dia861_utt5,train,surprise
dia861_utt6,train,neutral
dia861_utt7,train,neutral
dia861_utt8,train,anger
dia861_utt9,train,neutral
dia861_utt10,train,neutral
dia861_utt11,train,surprise
dia861_utt12,train,neutral
dia861_utt13,train,surprise
dia861_utt14,train,disgust
dia861_utt15,train,joy
dia861_utt16,train,joy
dia861_utt17,train,joy
dia861_utt18,train,neutral
dia862_utt0,train,neutral
dia862_utt1,train,surprise
dia862_utt2,train,surprise
dia862_utt3,train,neutral
dia863_utt0,train,neutral
dia863_utt1,train,neutral
dia863_utt2,train,neutral
dia863_utt3,train,neutral
dia863_utt4,train,joy
dia863_utt5,train,neutral
dia863_utt6,train,neutral
dia863_utt7,train,surprise
dia864_utt0,train,neutral
dia864_utt1,train,neutral
dia864_utt2,train,neutral
dia864_utt3,train,joy
dia864_utt4,train,anger
dia865_utt0,train,neutral
dia865_utt1,train,anger
dia865_utt2,train,neutral
